,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
1355,Regular Season,Sat,2022-03-19,19.5,22,2,1,15,20036,Rio Tinto Stadium,40.58,-111.89,0,0.9912432592885768,1,1,0,56.4,0.0,0.0,43.0,19.0,44.3,0.0,0.0,2022,3,19,0
1356,Regular Season,Sun,2022-03-20,19.0,11,3,1,28,22065,Banc of California Stadium,34.01,-118.28,0,1.0029545454545454,1,1,0,69.9,0.0,0.0,0.0,12.7,33.8,0.7000000000000001,0.0,2022,3,20,0
1357,Regular Season,Sat,2022-03-26,17.0,2,2,0,4,30242,Bank of America Stadium,33.23,-81.02,0,0.75605,1,1,0,61.8,0.0,0.0,0.0,27.4,55.8,0.0,0.0,2022,3,26,0
1358,Regular Season,Sat,2022-03-26,18.0,25,1,0,22,19107,Children's Mercy Park,39.12,-94.82,0,1.034656414144149,1,1,0,48.9,0.0,0.0,1.0,14.4,32.4,0.0,0.0,2022,3,26,0
1359,Regular Season,Sun,2022-03-27,13.0,21,1,1,19,22948,Providence Park,45.52,-122.69,0,0.9099849313982076,1,0,0,47.8,0.0,0.0,41.0,3.3,9.7,0.0,0.0,2022,3,27,0
1360,Regular Season,Sat,2022-04-02,14.5,3,0,0,7,11411,Soldier Field,41.86,-87.62,0,0.4572630735323582,1,0,1,35.7,0.0,0.0,90.0,16.3,30.6,0.0,0.0,2022,4,2,0
1361,Regular Season,Sat,2022-04-02,16.0,27,2,1,17,21802,BMO Field,43.63,-79.42,0,0.7690028570420796,1,1,0,38.0,0.0,0.0,26.0,9.1,24.5,0.0,0.0,2022,4,2,0
1362,Regular Season,Sat,2022-04-02,16.0,4,3,4,14,20386,TQL Stadium,39.11,-84.52,0,0.7840769230769231,1,1,0,45.9,0.0,0.0,20.0,7.6,26.6,0.0,0.0,2022,4,2,0
1363,Regular Season,Sat,2022-04-02,16.5,23,2,2,1,13062,PayPal Park,37.35,-121.92,0,0.7256666666666667,1,1,0,55.9,0.0,0.0,1.0,6.6,9.4,0.0,0.0,2022,4,2,0
1364,Regular Season,Sat,2022-04-02,18.0,6,0,1,15,20371,Lower.com Field,39.97,-83.02,0,1.0179901054420069,1,0,0,46.9,0.0,0.0,37.0,9.7,28.8,0.0,0.0,2022,4,2,0
1365,Regular Season,Sat,2022-04-02,19.5,16,0,1,18,16265,Gillette Stadium,42.09,-71.26,0,0.81325,1,1,0,51.0,0.0,0.0,10.0,16.1,40.7,0.0,0.0,2022,4,2,0
1366,Regular Season,Sat,2022-04-02,19.5,20,2,0,2,18136,Subaru Park,39.83,-75.38,0,0.9803243243243244,1,1,0,53.0,0.0,0.0,0.0,5.8,20.2,0.0,0.0,2022,4,2,0
1367,Regular Season,Sat,2022-04-02,19.5,19,2,4,11,16753,Exploria Stadium,28.54,-81.39,0,0.6569803921568628,1,0,0,73.8,8.3,0.0,100.0,7.7,14.4,3.4000000000000004,0.0,2022,4,2,0
1368,Regular Season,Sat,2022-04-02,19.5,8,0,1,0,17289,Audi Field,38.87,-77.01,0,0.86445,1,1,0,54.9,0.0,0.0,0.0,4.1,18.4,0.0,0.0,2022,4,2,0
1369,Regular Season,Sun,2022-04-03,13.5,21,1,3,10,24534,Providence Park,45.52,-122.69,0,0.9728765167737332,1,1,0,39.9,0.0,0.0,90.0,5.4,11.9,0.0,0.0,2022,4,3,0
1370,Regular Season,Sat,2022-04-02,17.0,28,1,0,25,16772,BC Place Stadium,49.28,-123.11,0,0.7582278481012659,1,1,0,43.8,0.0,0.0,21.0,12.5,22.3,3.3,0.0,2022,4,2,0
1371,Regular Season,Sat,2022-04-02,19.0,12,1,2,24,19615,Allianz Field,44.95,-93.16,0,1.011082474226804,1,1,0,49.9,0.0,0.0,35.0,21.9,47.9,0.4,0.42,2022,4,2,0
1372,Regular Season,Sat,2022-04-02,19.0,5,1,1,22,13380,Dick's Sporting Goods Park,39.81,-104.89,0,0.7408227672886329,1,1,1,58.7,0.0,0.0,16.0,10.2,27.0,0.0,0.0,2022,4,2,0
1373,Regular Season,Sat,2022-04-02,20.0,13,1,3,9,13083,DRV PNK Stadium,26.19,-80.16,0,0.7268333333333333,1,0,0,82.4,0.6,0.0,45.0,18.9,36.0,2.8,0.0,2022,4,2,0
1374,Regular Season,Sat,2022-04-09,13.0,19,1,0,3,16051,Exploria Stadium,28.54,-81.39,0,0.6294509803921569,1,1,0,58.6,0.0,0.0,45.0,10.2,22.3,0.0,0.0,2022,4,9,0
1375,Regular Season,Sat,2022-04-09,15.0,13,3,2,16,11472,DRV PNK Stadium,26.19,-80.16,0,0.6373333333333333,1,1,0,74.0,0.0,0.0,88.0,20.1,43.2,0.0,0.0,2022,4,9,0
1376,Regular Season,Sat,2022-04-09,16.0,18,1,2,14,15734,Red Bull Arena,40.74,-74.15,0,0.62936,1,1,0,52.4,0.2,0.0,84.0,14.4,40.3,2.1,0.0,2022,4,9,0
1377,Regular Season,Sat,2022-04-09,16.5,10,2,1,11,25174,Dignity Health Sports Park,33.86,-118.26,0,0.9323703703703704,1,1,1,71.1,0.0,0.0,29.0,6.1,14.8,0.0,0.0,2022,4,9,0
1378,Regular Season,Sat,2022-04-09,18.0,20,1,0,6,18321,Subaru Park,39.83,-75.38,0,0.9903243243243244,1,1,0,55.8,0.2,0.0,66.0,12.2,42.1,2.9000000000000004,0.0,2022,4,9,0
1379,Regular Season,Sun,2022-04-10,13.5,2,1,0,0,32496,Bank of America Stadium,33.23,-81.02,0,0.8124,1,1,0,48.5,0.0,0.0,0.0,3.6,10.8,0.0,0.0,2022,4,10,0
1380,Regular Season,Sat,2022-04-09,18.0,22,2,2,27,20136,Rio Tinto Stadium,40.58,-111.89,0,0.996190570424974,1,0,0,51.0,0.0,0.0,78.0,19.5,43.2,0.0,0.0,2022,4,9,0
1381,Regular Season,Sun,2022-04-10,18.5,1,1,0,12,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,82.8,0.0,0.0,73.0,29.9,62.6,0.0,0.0,2022,4,10,0
1382,Regular Season,Sat,2022-04-09,19.0,28,2,3,21,16772,BC Place Stadium,49.28,-123.11,0,0.7582278481012659,1,1,1,45.0,0.0,0.0,39.0,14.0,37.1,0.1,0.0,2022,4,9,0
1383,Regular Season,Sat,2022-04-09,19.5,9,4,3,23,15414,PNC Stadium,29.75,-95.35,0,0.6993965243432098,1,1,0,80.6,0.0,0.0,0.0,18.8,39.6,0.0,0.0,2022,4,9,0
1384,Regular Season,Sat,2022-04-09,19.5,25,1,2,15,18852,Children's Mercy Park,39.12,-94.82,0,1.0208479991335897,1,1,0,57.4,0.0,0.0,17.0,10.3,26.6,0.0,0.0,2022,4,9,0
1385,Regular Season,Sat,2022-04-09,19.5,7,3,1,5,15893,Toyota Stadium,33.15,-96.84,0,0.7752682926829269,1,1,0,76.2,0.0,0.0,0.0,21.2,40.7,0.0,0.0,2022,4,9,0
1386,Regular Season,Sat,2022-04-16,12.5,23,2,2,15,10394,PayPal Park,37.35,-121.92,0,0.5774444444444444,1,1,0,51.0,1.1,0.0,100.0,22.5,36.0,2.7,0.0,2022,4,16,0
1387,Regular Season,Sat,2022-04-16,15.0,14,2,1,28,12042,Stade Saputo,45.56,-73.55,0,0.6137927519241552,1,0,0,43.1,0.0,0.0,70.0,20.6,48.2,7.699999999999999,0.0,2022,4,16,0
1388,Regular Season,Sat,2022-04-16,17.0,9,0,0,21,13650,PNC Stadium,29.75,-95.35,0,0.6193565951268206,1,1,0,82.2,0.2,0.0,94.0,21.5,43.6,1.0,0.0,2022,4,16,0
1389,Regular Season,Sat,2022-04-16,18.0,0,0,0,4,42948,Mercedes-Benz Stadium,33.75,-84.4,0,1.0105411764705885,1,1,0,69.9,0.1,0.0,64.0,12.2,34.9,12.3,0.0,2022,4,16,0
1390,Regular Season,Sat,2022-04-16,19.0,18,0,0,7,14456,Red Bull Arena,40.74,-74.15,0,0.57824,1,0,0,68.2,0.0,0.0,73.0,16.1,35.3,0.1,0.0,2022,4,16,0
1391,Regular Season,Sat,2022-04-16,19.5,8,2,3,1,16840,Audi Field,38.87,-77.01,0,0.842,1,0,0,75.8,0.0,0.0,20.0,19.9,46.8,0.0,0.0,2022,4,16,0
1392,Regular Season,Sat,2022-04-16,19.5,27,2,1,20,20809,BMO Field,43.63,-79.42,0,0.733977637473105,1,1,0,43.8,0.1,0.0,40.0,10.7,27.4,0.6,0.0,2022,4,16,0
1393,Regular Season,Sat,2022-04-16,19.5,6,0,2,19,18030,Lower.com Field,39.97,-83.02,0,0.9010044475538452,1,1,0,53.9,0.0,0.0,65.0,15.2,35.6,5.9,0.0,2022,4,16,0
1394,Regular Season,Sat,2022-04-16,19.5,16,2,1,2,15344,Gillette Stadium,42.09,-71.26,0,0.7672,1,1,0,65.1,0.0,0.0,48.0,20.6,50.8,0.0,0.0,2022,4,16,0
1395,Regular Season,Sun,2022-04-17,13.0,11,3,1,25,22097,Banc of California Stadium,34.01,-118.28,0,1.0044090909090908,1,1,0,54.3,0.0,0.0,84.0,2.3,6.5,0.1,0.0,2022,4,17,0
1396,Regular Season,Sun,2022-04-17,13.0,17,6,0,22,14513,Yankee Stadium,40.83,-73.93,0,0.478645163418093,1,0,0,41.6,0.0,0.0,10.0,19.1,40.0,4.4,0.0,2022,4,17,0
1397,Regular Season,Sat,2022-04-16,19.0,24,0,1,13,32126,Lumen Field,47.6,-122.33,0,0.8516515561210964,1,0,0,48.6,0.0,0.0,85.0,4.9,16.2,0.2,0.0,2022,4,16,0
1398,Regular Season,Sat,2022-04-16,19.0,12,3,1,5,19629,Allianz Field,44.95,-93.16,0,1.0118041237113402,1,1,0,36.9,0.0,0.0,100.0,20.2,44.6,0.0,0.0,2022,4,16,0
1399,Regular Season,Sat,2022-04-16,19.0,3,0,0,10,30282,Soldier Field,41.86,-87.62,0,1.2134642356241234,1,0,0,44.4,0.0,0.0,61.0,17.1,35.6,0.0,0.0,2022,4,16,0
1400,Regular Season,Sat,2022-04-23,14.0,7,2,1,9,15792,Toyota Stadium,33.15,-96.84,0,0.7703414634146342,1,1,1,69.0,0.1,0.0,100.0,27.2,51.5,0.2,0.0,2022,4,23,0
1401,Regular Season,Sat,2022-04-23,15.0,20,1,1,14,18476,Subaru Park,39.83,-75.38,0,0.9987027027027028,1,1,0,58.0,0.0,0.0,41.0,9.1,19.8,0.0,0.0,2022,4,23,0
1402,Regular Season,Sat,2022-04-23,16.0,12,3,0,3,19658,Allianz Field,44.95,-93.16,0,1.013298969072165,1,0,0,67.4,0.2,0.0,50.0,22.4,45.7,0.8999999999999999,0.0,2022,4,23,0
1403,Regular Season,Sat,2022-04-23,19.5,8,3,2,16,17131,Audi Field,38.87,-77.01,0,0.85655,1,1,0,73.9,0.0,0.0,22.0,10.7,28.8,0.0,0.0,2022,4,23,0
1404,Regular Season,Sun,2022-04-24,13.0,13,2,1,0,13433,DRV PNK Stadium,26.19,-80.16,0,0.7462777777777778,1,1,0,76.5,0.0,0.0,44.0,18.5,37.4,0.0,0.0,2022,4,24,0
1405,Regular Season,Sun,2022-04-24,15.5,19,0,3,18,17503,Exploria Stadium,28.54,-81.39,0,0.6863921568627451,1,1,0,77.8,0.0,0.0,37.0,17.0,36.0,0.0,0.0,2022,4,24,0
1406,Regular Season,Sun,2022-04-24,17.0,4,1,2,11,20883,TQL Stadium,39.11,-84.52,0,0.8031923076923076,1,0,0,77.2,0.0,0.0,31.0,20.7,46.8,0.0,0.0,2022,4,24,0
1407,Regular Season,Sun,2022-04-24,17.0,17,5,4,27,17626,Citi Field,40.76,-73.85,0,0.4204474977338867,1,1,0,56.8,0.0,0.0,10.0,20.2,39.6,0.0,0.0,2022,4,24,0
1408,Regular Season,Sat,2022-04-23,19.0,5,0,0,2,13160,Dick's Sporting Goods Park,39.81,-104.89,0,0.7286418249266375,1,0,0,57.1,0.0,0.0,32.0,26.4,51.8,0.0,0.0,2022,4,23,0
1409,Regular Season,Sat,2022-04-23,19.0,23,4,3,24,12467,PayPal Park,37.35,-121.92,0,0.6926111111111111,1,1,1,65.6,0.0,0.0,2.0,10.9,17.3,0.0,0.0,2022,4,23,0
1410,Regular Season,Sat,2022-04-23,19.0,21,0,0,22,24206,Providence Park,45.52,-122.69,0,0.9598699341740028,1,1,0,55.6,0.0,0.0,68.0,3.9,18.0,2.5,0.0,2022,4,23,0
1411,Regular Season,Sat,2022-04-23,19.5,1,3,0,28,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,82.4,0.0,0.0,100.0,29.2,56.9,1.4,0.0,2022,4,23,0
1412,Regular Season,Sat,2022-04-23,19.5,10,1,0,15,26674,Dignity Health Sports Park,33.86,-118.26,0,0.987925925925926,1,1,0,70.6,0.0,0.0,0.0,9.9,20.2,0.0,0.0,2022,4,23,0
1413,Regular Season,Sat,2022-04-23,19.5,25,0,0,6,18483,Children's Mercy Park,39.12,-94.82,0,1.0008664103536038,1,0,0,71.9,0.0,0.0,100.0,37.6,75.6,0.0,0.0,2022,4,23,0
1414,Regular Season,Sat,2022-04-30,12.5,9,1,2,1,16296,PNC Stadium,29.75,-95.35,0,0.7394164889514043,1,1,1,70.1,0.0,0.0,44.0,8.5,18.0,0.0,0.0,2022,4,30,0
1415,Regular Season,Sat,2022-04-30,13.5,22,1,0,10,20775,Rio Tinto Stadium,40.58,-111.89,0,1.0278038885865532,1,1,0,31.0,0.0,0.0,13.0,10.2,22.0,0.0,0.0,2022,4,30,0
1416,Regular Season,Sat,2022-04-30,15.0,27,1,2,4,23591,BMO Field,43.63,-79.42,0,0.8321046876653381,1,1,0,46.3,0.0,0.0,29.0,7.1,22.3,0.0,0.0,2022,4,30,0
1417,Regular Season,Sat,2022-04-30,16.0,14,2,1,0,15060,Stade Saputo,45.56,-73.55,0,0.7676232223864621,1,1,0,50.4,0.0,0.0,0.0,10.2,28.8,0.0,0.0,2022,4,30,0
1418,Regular Season,Sat,2022-04-30,19.5,16,2,0,13,25509,Gillette Stadium,42.09,-71.26,0,1.27545,1,1,0,55.1,0.0,0.0,61.0,11.8,25.6,0.0,0.0,2022,4,30,0
1419,Regular Season,Sat,2022-04-30,19.5,6,3,0,8,19402,Lower.com Field,39.97,-83.02,0,0.9695667382939384,1,1,0,65.0,1.0,0.0,44.0,17.1,32.4,1.1,0.0,2022,4,30,0
1420,Regular Season,Sat,2022-04-30,19.5,19,2,1,2,17012,Exploria Stadium,28.54,-81.39,0,0.6671372549019607,1,1,0,81.5,0.0,0.0,32.0,11.3,26.6,0.0,0.0,2022,4,30,0
1421,Regular Season,Sun,2022-05-01,13.0,17,3,0,23,17174,Yankee Stadium,40.83,-73.93,0,0.5664061211701461,1,0,0,53.2,0.0,0.0,1.0,8.4,15.5,0.0,0.0,2022,5,1,0
1422,Regular Season,Sun,2022-05-01,15.0,15,1,1,20,30109,Geodis Park,36.13,-86.77,0,1.0036333333333334,1,0,0,67.9,0.1,0.0,65.0,7.9,30.2,8.899999999999999,0.0,2022,5,1,1
1423,Regular Season,Sat,2022-04-30,19.0,3,1,2,18,11108,Soldier Field,41.86,-87.62,0,0.4451212181927469,1,1,0,60.1,0.1,0.0,72.0,30.8,50.8,5.8,0.0,2022,4,30,0
1424,Regular Season,Sat,2022-04-30,19.0,5,2,0,21,14038,Dick's Sporting Goods Park,39.81,-104.89,0,0.7772548585349648,1,1,0,58.8,0.0,0.0,0.0,4.3,23.8,0.0,0.0,2022,4,30,0
1425,Regular Season,Sat,2022-04-30,19.5,25,2,2,7,17334,Children's Mercy Park,39.12,-94.82,0,0.9386473168354362,1,1,0,58.2,0.0,0.0,94.0,32.0,64.8,8.9,0.0,2022,4,30,0
1426,Regular Season,Sun,2022-05-01,19.0,11,2,0,12,22010,Banc of California Stadium,34.01,-118.28,0,1.0004545454545457,1,1,0,71.0,0.0,0.0,6.0,12.4,31.3,0.0,0.0,2022,5,1,0
1427,Regular Season,Wed,2022-05-04,19.5,4,2,0,27,19563,TQL Stadium,39.11,-84.52,0,0.752423076923077,1,1,0,61.4,0.0,0.0,90.0,8.7,25.2,0.9,0.0,2022,5,4,0
1428,Regular Season,Sat,2022-05-07,15.5,2,1,0,13,32018,Bank of America Stadium,33.23,-81.02,0,0.80045,1,1,0,73.3,0.0,0.0,45.0,23.0,48.2,2.2,0.0,2022,5,7,0
1429,Regular Season,Sat,2022-05-07,16.0,14,4,1,19,14068,Stade Saputo,45.56,-73.55,0,0.7170599928640603,1,1,0,51.8,0.0,0.0,0.0,18.1,37.8,0.0,0.0,2022,5,7,0
1430,Regular Season,Sat,2022-05-07,18.0,0,4,1,3,42547,Mercedes-Benz Stadium,33.75,-84.4,0,1.001105882352941,1,1,0,64.3,0.1,0.0,94.0,22.1,41.4,0.4,0.0,2022,5,7,0
1431,Regular Season,Sat,2022-05-07,19.0,17,0,0,25,15031,Citi Field,40.76,-73.85,0,0.3585468250560565,1,0,0,47.5,1.2,0.0,100.0,31.4,59.0,23.1,0.0,2022,5,7,0
1432,Regular Season,Sat,2022-05-07,19.0,18,1,1,21,17107,Red Bull Arena,40.74,-74.15,0,0.68428,1,0,0,49.5,1.5,0.0,100.0,25.4,57.2,22.200000000000003,0.0,2022,5,7,0
1433,Regular Season,Sat,2022-05-07,19.5,8,2,0,9,15194,Audi Field,38.87,-77.01,0,0.7597,1,0,0,51.2,0.4,0.0,100.0,25.3,50.8,24.2,0.0,2022,5,7,0
1434,Regular Season,Sat,2022-05-07,19.5,16,2,2,6,26421,Gillette Stadium,42.09,-71.26,0,1.32105,1,1,0,47.6,0.0,0.0,89.0,24.1,57.6,1.0,0.0,2022,5,7,0
1435,Regular Season,Sun,2022-05-08,13.0,28,1,0,27,17709,BC Place Stadium,49.28,-123.11,0,0.8005877034358047,1,0,0,41.1,0.0,0.0,76.0,7.3,9.4,1.2000000000000002,0.0,2022,5,8,0
1436,Regular Season,Sun,2022-05-08,16.0,15,2,0,22,28226,Geodis Park,36.13,-86.77,0,0.9408666666666666,1,1,0,66.1,0.0,0.0,55.0,9.1,25.2,0.0,0.0,2022,5,8,0
1437,Regular Season,Sun,2022-05-08,18.0,1,0,1,10,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,88.8,0.0,0.0,6.0,20.0,45.7,0.0,0.0,2022,5,8,0
1438,Regular Season,Sat,2022-05-07,19.0,12,0,1,4,19662,Allianz Field,44.95,-93.16,0,1.0135051546391751,1,0,0,68.2,0.0,0.0,2.0,21.8,46.8,0.0,0.0,2022,5,7,0
1439,Regular Season,Sat,2022-05-07,19.0,23,1,0,5,14077,PayPal Park,37.35,-121.92,0,0.7820555555555555,1,1,0,61.6,0.0,0.0,25.0,23.4,34.2,0.0,0.0,2022,5,7,0
1440,Regular Season,Sat,2022-05-07,19.5,7,2,0,24,19096,Toyota Stadium,33.15,-96.84,0,0.9315121951219512,1,1,0,81.7,0.0,0.0,88.0,17.1,33.5,0.1,0.0,2022,5,7,0
1441,Regular Season,Sat,2022-05-07,20.0,11,2,2,20,22022,Banc of California Stadium,34.01,-118.28,0,1.001,1,0,0,74.9,0.0,0.0,15.0,12.9,33.1,0.0,0.0,2022,5,7,0
1442,Regular Season,Sat,2022-05-14,15.0,27,0,1,19,26146,BMO Field,43.63,-79.42,0,0.9222249656096788,1,1,0,61.9,0.0,0.0,6.0,10.8,28.4,0.0,0.0,2022,5,14,0
1443,Regular Season,Sat,2022-05-14,15.5,5,2,0,11,15022,Dick's Sporting Goods Park,39.81,-104.89,0,0.8317368916449809,1,1,0,62.6,0.0,0.0,4.0,3.7,13.3,0.0,0.0,2022,5,14,0
1444,Regular Season,Sat,2022-05-14,16.0,28,3,3,23,15087,BC Place Stadium,49.28,-123.11,0,0.6820524412296565,1,1,0,48.2,0.0,0.0,100.0,10.8,19.4,0.7,0.0,2022,5,14,0
1445,Regular Season,Sat,2022-05-14,19.0,17,2,0,6,18813,Yankee Stadium,40.83,-73.93,0,0.6204610665875137,1,1,0,67.3,0.6,0.0,100.0,10.0,21.6,0.1,0.0,2022,5,14,0
1446,Regular Season,Sat,2022-05-14,19.0,2,0,2,14,33323,Bank of America Stadium,33.23,-81.02,0,0.833075,1,1,0,80.1,0.0,0.0,33.0,5.8,23.4,1.4000000000000004,0.0,2022,5,14,0
1447,Regular Season,Sat,2022-05-14,19.5,20,1,1,18,18579,Subaru Park,39.83,-75.38,0,1.0042702702702702,1,1,0,67.1,1.4,0.0,100.0,10.6,21.2,1.1,0.0,2022,5,14,0
1448,Regular Season,Sun,2022-05-15,13.0,24,3,1,12,32613,Lumen Field,47.6,-122.33,0,0.8645617941784635,1,1,0,49.7,0.3,0.0,100.0,1.1,7.6,2.1,0.0,2022,5,15,0
1449,Regular Season,Sun,2022-05-15,13.5,0,2,2,16,42516,Mercedes-Benz Stadium,33.75,-84.4,0,1.0003764705882352,1,1,0,71.8,0.0,0.0,44.0,5.2,14.0,0.2,0.0,2022,5,15,0
1450,Regular Season,Sat,2022-05-14,19.0,3,1,2,4,14049,Soldier Field,41.86,-87.62,0,0.5629733520336606,1,1,0,70.9,0.0,0.0,38.0,4.2,12.2,0.0,0.0,2022,5,14,0
1451,Regular Season,Sat,2022-05-14,19.0,21,7,2,25,23503,Providence Park,45.52,-122.69,0,0.9319930208581172,1,1,0,60.3,0.1,0.0,73.0,14.5,39.6,14.999999999999998,0.0,2022,5,14,0
1452,Regular Season,Sat,2022-05-14,19.5,10,1,3,7,25174,Dignity Health Sports Park,33.86,-118.26,0,0.9323703703703704,1,1,0,86.2,0.0,0.0,5.0,11.6,22.7,0.0,0.0,2022,5,14,0
1453,Regular Season,Sat,2022-05-14,19.5,22,2,1,1,20122,Rio Tinto Stadium,40.58,-111.89,0,0.9954979468658784,1,1,0,73.3,0.0,0.0,20.0,8.7,28.4,0.0,0.0,2022,5,14,0
1454,Regular Season,Sat,2022-05-14,19.5,9,2,0,15,16035,PNC Stadium,29.75,-95.35,0,0.7275738463632652,1,1,0,87.1,0.1,0.0,71.0,11.0,24.5,0.0,0.0,2022,5,14,0
1455,Regular Season,Sat,2022-05-14,20.0,13,2,2,8,13317,DRV PNK Stadium,26.19,-80.16,0,0.7398333333333333,1,1,0,85.7,0.0,0.0,72.0,8.1,22.7,0.4,0.0,2022,5,14,0
1456,Regular Season,Wed,2022-05-18,19.5,20,0,0,13,15747,Subaru Park,39.83,-75.38,0,0.8511891891891892,1,1,0,70.4,0.0,0.0,14.0,11.2,29.2,0.0,0.0,2022,5,18,0
1457,Regular Season,Wed,2022-05-18,19.5,18,3,3,3,13257,Red Bull Arena,40.74,-74.15,0,0.53028,1,1,0,70.1,0.0,0.0,40.0,8.0,20.9,0.0,0.0,2022,5,18,0
1458,Regular Season,Wed,2022-05-18,19.5,8,0,2,17,16072,Audi Field,38.87,-77.01,0,0.8036,1,1,0,74.2,0.0,0.0,56.0,5.9,20.2,0.0,0.0,2022,5,18,0
1459,Regular Season,Wed,2022-05-18,19.0,12,1,1,10,19645,Allianz Field,44.95,-93.16,0,1.0126288659793814,1,1,0,68.6,0.0,0.0,100.0,11.2,26.3,1.6,0.0,2022,5,18,0
1460,Regular Season,Wed,2022-05-18,19.0,28,2,1,7,12716,BC Place Stadium,49.28,-123.11,0,0.5748643761301989,1,1,0,50.0,1.7,0.0,49.0,28.5,56.5,8.7,0.0,2022,5,18,0
1461,Regular Season,Wed,2022-05-18,19.5,23,3,2,21,11788,PayPal Park,37.35,-121.92,0,0.6548888888888889,1,1,0,79.0,0.0,0.0,0.0,12.3,16.9,0.0,0.0,2022,5,18,0
1462,Regular Season,Wed,2022-05-18,19.5,15,2,1,14,26003,Geodis Park,36.13,-86.77,0,0.8667666666666667,1,0,0,87.8,0.0,0.0,14.0,21.3,51.8,0.0,0.0,2022,5,18,0
1463,Regular Season,Wed,2022-05-18,19.5,9,0,1,24,11093,PNC Stadium,29.75,-95.35,0,0.5033349970506829,1,1,0,92.9,0.0,0.0,3.0,20.9,42.1,0.0,0.0,2022,5,18,0
1464,Regular Season,Wed,2022-05-18,19.5,25,2,1,5,17233,Children's Mercy Park,39.12,-94.82,0,0.9331781014783128,1,1,0,80.3,0.0,0.0,58.0,13.0,29.5,32.5,0.0,2022,5,18,0
1465,Regular Season,Wed,2022-05-18,19.5,11,1,2,1,22034,Banc of California Stadium,34.01,-118.28,0,1.0015454545454543,1,1,0,72.5,0.0,0.0,0.0,10.3,27.4,0.0,0.0,2022,5,18,0
1466,Regular Season,Sat,2022-05-21,15.5,6,0,2,11,19649,Lower.com Field,39.97,-83.02,0,0.9819099495277598,1,0,0,78.8,0.0,0.0,51.0,18.6,32.4,0.0,0.0,2022,5,21,0
1467,Regular Season,Sat,2022-05-21,18.0,4,2,3,16,22844,TQL Stadium,39.11,-84.52,0,0.8786153846153846,1,1,0,83.6,0.1,0.0,44.0,14.8,42.8,0.2,0.0,2022,5,21,0
1468,Regular Season,Sat,2022-05-21,18.5,15,2,2,0,30109,Geodis Park,36.13,-86.77,0,1.0036333333333334,1,0,0,88.7,0.0,0.0,38.0,16.2,39.6,0.0,0.0,2022,5,21,0
1469,Regular Season,Sat,2022-05-21,18.5,8,2,2,27,18320,Audi Field,38.87,-77.01,0,0.916,1,1,0,92.5,0.0,0.0,23.0,9.1,22.0,0.0,0.0,2022,5,21,0
1470,Regular Season,Sun,2022-05-22,16.0,14,1,2,22,14205,Stade Saputo,45.56,-73.55,0,0.7240430195218921,1,0,0,75.5,0.0,0.0,68.0,14.6,35.6,3.5000000000000004,0.0,2022,5,22,0
1471,Regular Season,Sun,2022-05-22,16.5,23,1,1,25,14233,PayPal Park,37.35,-121.92,0,0.7907222222222222,1,1,0,66.1,0.0,0.0,4.0,8.4,9.7,0.0,0.0,2022,5,22,0
1472,Regular Season,Sun,2022-05-22,17.0,2,2,1,28,32034,Bank of America Stadium,33.23,-81.02,0,0.80085,1,0,0,76.9,1.2,0.0,100.0,10.7,26.3,5.1000000000000005,0.0,2022,5,22,0
1473,Regular Season,Sun,2022-05-22,17.0,17,1,0,3,18823,Yankee Stadium,40.83,-73.93,0,0.620790871013489,1,1,0,85.9,0.0,0.0,28.0,8.2,17.6,0.0,0.0,2022,5,22,0
1474,Regular Season,Sun,2022-05-22,18.0,13,2,0,18,11007,DRV PNK Stadium,26.19,-80.16,0,0.6115,1,1,0,86.4,0.0,0.0,26.0,18.0,40.0,0.0,0.0,2022,5,22,0
1475,Regular Season,Sun,2022-05-22,18.0,7,1,2,12,15280,Toyota Stadium,33.15,-96.84,0,0.7453658536585366,1,1,0,69.3,0.0,0.0,72.0,14.9,39.2,10.0,0.0,2022,5,22,0
1476,Regular Season,Sun,2022-05-22,17.0,10,0,3,9,22471,Dignity Health Sports Park,33.86,-118.26,0,0.8322592592592593,1,1,0,67.2,0.0,0.0,29.0,12.4,21.2,0.0,0.0,2022,5,22,0
1477,Regular Season,Sun,2022-05-22,18.0,5,1,0,24,14923,Dick's Sporting Goods Park,39.81,-104.89,0,0.8262554675820829,1,1,0,46.3,0.0,0.0,10.0,17.3,23.8,0.0,0.0,2022,5,22,0
1478,Regular Season,Sun,2022-05-22,19.0,21,0,2,20,22288,Providence Park,45.52,-122.69,0,0.8838131493377746,1,0,0,64.7,0.0,0.0,32.0,3.2,18.0,0.0,0.0,2022,5,22,0
1479,Regular Season,Sun,2022-05-22,19.0,1,2,2,19,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,0,0,75.0,0.1,0.0,100.0,11.3,27.0,4.800000000000001,0.0,2022,5,22,0
